COD_AJ_APUR;"DESCRICAO";INICIO;FIM
GO040052;"Dispensa do pagto. do débito de ICMS result. da exigência do estorno de crédito, em montante igual ou inferior ao valor do estorno, em razão da revog. do benef. da manut. do cr., aplicável à op. interna c/ adubo e fertilizante. Dec. nº 7.203/10, Art. 2º";2010-12-01;2013-03-01
GO040053;"Valor do ICMS Financiado pelas empresas beneficiárias do PROGREDIR, limitado ao montante de 73% na operação com mercadoria objeto de transformação ou montagem.-Art. 4º, inciso I, a, 1, Decreto nº 7.020, de 29/10/2009.";2009-01-01;2010-11-30
GO040053;"Valor do ICMS Financiado pelas empresas beneficiárias do PROGREDIR, limitado ao montante de 73% na operação com mercadoria objeto de transformação ou montagem.. Art. 4º, inciso I, a, 1, Decreto nº 7.020, de 29/10/2009.";2010-12-01;
GO040054;"Cr. out. p/ o industrial de veículo automotor benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 98% sd. dev. do imposto corresp. à saída de mercadorias não abrang. p/ aplic. do incentivo do Produzir. -RCTE - Art. 11, LVII, a, Anexo IX";2011-11-01;2012-07-31
GO040055;"Cr. out. p/ o industrial de veículo automotor benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 92,593% do valor da parc. não incentivada do imposto, corresp. à saída de veículos, suas partes e peças. -RCTE - Art. 11, LVII, b, Anexo IX";2011-11-01;2012-07-31
GO040056;"ICMS próprio ou Operações não Incentivadas  FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a  R$20.000.000,00.  -RCTE - Art. 11, LVII, c, Anexo IX";2011-11-01;2012-07-31
GO040057;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a 98% saldo devedor do imposto corresp. à saída de mercadorias não abrigada pela aplic. do incentivo do FOMENTAR. -RCTE - Art. 11, LVIII, a, Anexo IX";2011-11-01;2019-11-30
GO040057;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a 85% saldo devedor do imposto corresp. à saída de mercadorias não abrigada pela aplic. do incentivo do FOMENTAR. -RCTE - Art. 11, LVIII, a, Anexo IX";2019-12-01;2021-03-31
GO040057;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. ao % previsto do sd dev do imposto das saídas de mercadorias não abrigadas pelo incentivo do FOMENTAR. -RCTE - Art. 11, LVIII, a, Anexo IX.";2021-04-01;2021-06-30
GO040057;"Cr. out. p/ o ind de veíc aut benef do FOMENTAR ou PROGOIÁS, equiv. ao % do sd dev do imposto das saídas de mercadorias não abrigadas pelo incentivo do FOMENTAR ou PROGOIÁS. -RCTE - Art. 11, LVIII, a, Anexo IX e IN 1498/2021-GSF.";2021-07-01;
GO040058;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a 93,333% do valor da parcela não incentivada do imposto, correspondente à saída de veículos, suas partes e peças. -RCTE - Art. 11, LVIII, b, Anexo IX";2011-11-01;2019-11-30
GO040058;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a 50% do valor da parcela não incentivada do imposto, correspondente à saída de veículos, suas partes e peças. -RCTE - Art. 11, LVIII, b, Anexo IX";2019-12-01;2021-03-31
GO040058;"Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. ao % do valor da parcela não incentivada do imposto, correspondente à saída de veículos, suas partes e peças. -RCTE - Art. 11, LVIII, b, Anexo IX.";2021-04-01;2021-06-30
GO040058;"Cr. out. p/ o ind de veíc aut benef. do FOMENTAR ou PROGOIÁS, equiv. ao % do valor da parcela não incentivada do imposto, corresp à saída de veíc, suas partes e peças. -RCTE - Art. 11, LVIII, b, Anexo IX e IN 1498/2021.";2021-07-01;
GO040059;"ICMS próprio ou Operações não Incentivadas  FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a R$120.000.000,00. -RCTE - Art. 11, LVIII, c, Anexo IX";2011-11-01;2021-12-31
GO040059;"ICMS p. ou Op. não Inc. FOMENTAR/PRODUZIR Cr. out. p/ o ind. de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a R$120.000.000,00. -RCTE - Art. 11, LVIII, c, Anexo IX. Mantido p/ sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040060;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do  PRODUZIR, equiv. a 85% do valor do saldo dev. do imposto corresp. à saída de grupos ger. de energia elét., import. do exterior. -RCTE - Art. 11, LX, a, Anexo IX";2019-12-01;2021-03-31
GO040060;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do  PRODUZIR, equiv. a 98% do valor do saldo dev. do imposto corresp. à saída de grupos ger. de energia elét., import. do exterior. -RCTE - Art. 11, LX, a, Anexo IX";2011-11-01;2019-11-30
GO040060;"Cr. out. para ind de grupos geradores de energia elét/ind. produt. de maq. e equip. constantes do Anexo L, LIII e LIV do Anexo IX, benef. do PRODUZIR, equiv. ao % especificado. -RCTE - Art. 11, LX, a, Anexo IX e IN 1498/2021-GSF.";2024-04-01;
GO040060;"Cr. out. para ind de grupos geradores de energia elét., benef. do PRODUZIR ou PROGOIÁS, equiv. ao % do valor do saldo dev. do imposto corresp. à saída de grupos ger. de e. elét., import. do ext. -RCTE - Art. 11, LX, a, Anexo IX e IN 1498/2021-GSF.";2021-07-01;2022-12-31
GO040060;"Cr. out. para ind de grupos geradores de energia elét/ind. produt. de maq. e equip. constantes do Anexo L do Anexo IX, benef. do PRODUZIR, equiv. ao % especificado. -RCTE - Art. 11, LX, a, Anexo IX e IN 1498/2021-GSF.";2023-01-01;2024-03-31
GO040060;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao % do valor do saldo dev. do imposto corresp. à saída de grupos ger. de energia elét., import. do exterior. -RCTE - Art. 11, LX, a, Anexo IX.";2021-04-01;2021-06-30
GO040061;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elétrica, beneficiária do  PRODUZIR, equiv. 92,593% do valor da parcela não incentivada pelo referido programa, corresp. à saída de grupo gerad.  -RCTE - Art. 11, LX, b, Anexo IX";2011-11-01;2019-11-30
GO040061;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elétrica, beneficiária do  PRODUZIR, equiv. 44,4% do valor da parcela não incentivada pelo referido programa, corresp. à saída de grupo gerad. -RCTE - Art. 11, LX, b, Anexo IX";2019-12-01;2021-03-31
GO040061;"Cr. out. para ind de grupos geradores de energia elétrica/ind. produt. de maq. e equip. constantes do Anexo L do Anexo IX, benef. do PRODUZIR, equiv. ao % do valor da parcela não incentivada -RCTE - Art. 11, LX, b, Anexo IX e IN 1498/2021-GSF.";2023-01-01;2024-03-31
GO040061;"Cr. out. para a empresa industrial produtora de grupos geradores de energia elétrica, beneficiária do PRODUZIR, equiv. ao % do valor da parcela não incentivada pelo referido programa, corresp. à saída de grupo gerad. -RCTE - Art. 11, LX, b, Anexo IX.";2021-04-01;2021-06-30
GO040061;"Cr. out. para ind de grupos geradores de energia elétrica/ind. produt. de maq. e equip. constantes do Anexo L, LIII e LIV do Anexo IX, benef. do PRODUZIR, equiv. ao % do valor da parcela não incentivada-RCTE - Art. 11, LX, b, Anexo IX e IN 1498/2021-GSF.";2024-04-01;
GO040061;"Cr. out. para ind de grupos geradores de energia elétrica, beneficiária do PRODUZIR ou PROGOIÁS, equiv. ao % do valor da parcela não incentivada pelo ref programa, corresp. à saída de grupo gerad. -RCTE - Art. 11, LX, b, Anexo IX e IN 1498/2021-GSF.";2021-07-01;2022-12-31
GO040062;"Cr. out. p/ para a empresa benef. do PRODUZIR,  que implantar, em GO, empreend. industrial p/ a produção de componente p/ aeronave/montagem de avião, equiv. a 92,53% do valor da parcela não incentivada pelo ref. programa. -RCTE - Art. 11, LIX, a, Anexo IX";2011-12-01;2022-11-30
GO040063;"Cr. out. p/ para a empresa beneficiária do PRODUZIR,  p/ a produção de componente p/ aeronave e p/ montagem de avião, equiv. a 98% do valor do sd. devedor do imposto corresp. à saída de partes e peças, importadas do ext. -RCTE - Art. 11, LIX, b, Anexo IX";2011-12-01;2022-11-30
GO040064;"ICMS próprio ou Operações não Incentiv. FOMENTAR/PRODUZIR Cr. out. p/ para a empresa benefic. do PRODUZIR, que implantar, em GO, empreend. industrial p/  prod. de comp. p/ aeronave/montagem de avião, vl. R$ 90.000.000,00. -RCTE - Art. 11, LIX, c, Anexo IX";2011-12-01;2022-11-30
GO040065;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a  R$20.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX";2011-11-01;2012-07-31
GO040066;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a R$120.000.000,00. -RCTE - Art. 11, LVIII, c, Anexo IX";2011-11-01;2021-12-31
GO040066;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a R$120.000.000,00. -RCTE - Art. 11, LVIII, c, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040067;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. p/ para a empresa benefic. do PRODUZIR,  que implantar, em GO, empreend. industrial p/ prod. de componente para aeronave/montagem de avião, o vl. de R$ 90.000.000,00. -RCTE - Art. 11, LIX, c, Anexo IX";2011-12-01;2022-11-30
GO040068;"ICMS Média Cr. out. p/ o industrial de veículo automotor benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a  R$20.000.000,00. - RCTE - Art. 11, LVII, c, Anexo IX";2011-11-01;2012-07-31
GO040069;"ICMS Média FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a R$120.000.000,00. - RCTE - Art. 11, LVIII, c, Anexo IX";2011-11-01;2021-12-31
GO040069;"ICMS Média FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor benef. do FOMENTAR, que ampliar estabel. em GO, equiv. a R$120.000.000,00. - RCTE - Art. 11, LVIII, c, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040070;"ICMS Média FOMENTAR/PRODUZIR Cr. out. p/ para a empresa benefic. do PRODUZIR,  que implantar, em GO, empreend. industrial p/ prod. de componente para aeronave/montagem de avião, o vl. de R$ 90.000.000,00. - RCTE - Art. 11, LIX, c, Anexo IX";2011-12-01;2022-11-30
GO040071;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 85% sd. dev. do imposto corresp. à saída de mercadorias não abrang. p/ produzir. -RCTE - Art. 11, LVII, a, Anexo IX";2019-12-01;2021-03-31
GO040071;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 98% sd. dev. do imposto corresp. à saída de mercadorias não abrang. p/ produzir. -RCTE - Art. 11, LVII, a, Anexo IX";2012-05-01;2019-11-30
GO040071;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. ao % sd. dev. do imposto corresp. à saída de mercadorias não abrang. p/ produzir. -RCTE - Art. 11, LVII, a, Anexo IX.";2021-04-01;2021-06-30
GO040071;"Cr. out. p/ o ind de veíc aut. e fab. de extintores benef. do PRODUZIR ou PROGOIÁS, equiv. ao % sd. dev. do imposto corresp. à saída de mercadorias não abrang. p/ produzir ou PROGOIÁS. -RCTE - Art. 11, LVII, a, Anexo IX e IN 1498/2021-GSF.";2021-07-01;
GO040072;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 92,593% do valor da parc. não incentivada do imposto. -RCTE - Art. 11, LVII, b, Anexo IX";2012-05-01;2019-11-30
GO040072;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a 44,44% do valor da parc. não incentivada do imposto. -RCTE - Art. 11, LVII, b, Anexo IX";2019-12-01;2021-03-31
GO040072;"Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. ao % do valor da parc. não incentivada do imposto. –RCTE - Art. 11, LVII, b, Anexo IX.";2021-04-01;2021-06-30
GO040072;"Cr. out. p/ o ind de veíc aut e fab. de extintores benef. do PRODUZIR ou PROGOIÁS, equiv. ao % do valor da parc. não incentivada do imposto. –RCTE - Art. 11, LVII, b, Anexo IX e IN 1498/2021-GSF.";2021-07-01;
GO040073;"ICMS Média Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$20.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX";2012-05-01;2019-11-30
GO040073;"ICMS Média Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$90.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX";2019-12-01;2021-12-31
GO040073;"ICMS Média Cr. out. p/ o ind. de veíc. automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$90.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX. Mantido nas sit. do art. 2º do Dec. 10008/21.";2022-01-01;
GO040074;"ICMS próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$20.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX";2012-05-01;2019-11-30
GO040074;"ICMS próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$90.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX";2019-12-01;2021-12-31
GO040074;"ICMS próprio ou Op. não Inc. FOMENTAR/PROD. Cr. out. p/ o ind. de veíc. aut. e fabric. de ext. benef. do PRODUZIR, que imp. ou ampliar est. em GO, equiv. a R$90.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX. Mantido nas sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040075;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$20.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX";2012-05-01;2019-11-30
GO040075;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor e fabric. de extintores benef. do PRODUZIR, que implantar ou ampliar estabel. em GO, equiv. a R$90.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX";2019-12-01;2021-12-31
GO040075;"ICMS p. não fin. FOMENTAR/PRODUZIR Cr. out. p/ o industrial de veículo automotor e fabric. de extint. do PRODUZIR, que imp. ou ampliar est. em GO, equiv. a R$90.000.000,00. -RCTE - Art. 11, LVII, c, Anexo IX. Mantido nas sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040076;"Dedução referente ao pagamento, por antecipação e em parcelas, do ICMS Normal. IN 586/03-GSF e posteriores.";2009-01-01;
GO040077;"ICMS parcela não financiada das operações dest. a contribuinte (CENTROPRODUZIR Lei nº 13.844/01 Art. 3, I, a) ou com mercadoria adq. de terceiros para distribuição ou revenda. Art. 4º, I, a, 2 do Dec. nº 7.020/09 (PROGREDIR) RCTE – Art. 11, LXIV, Anexo IX";2013-02-01;2023-04-30
GO040078;"ICMS parcela não financiada das operações dest. a não contribuinte (CENTROPRODUZIR Lei nº 13.844/01 Art. 3, I, b) ou para as oper. não destinadas a comerc, prod. ou industrializ. Art. 4º, I, b do Dec. nº 7.020/09 (PROGREDIR) RCTE – Art. 11, LXIV, Anexo IX";2013-02-01;2023-04-30
GO040079;"ICMS próprio ou Operações não INCENTIVADAS do beneficiário do Incentivo à Instalação de Empresas Ind. Montadoras em GO - PROGREDIR.  RCTE – Art. 11, LXI, Anexo IX";2013-02-01;2015-07-31
GO040079;"ICMS próprio ou Operações não INCENTIVADAS do beneficiário do Incentivo à Instalação de Empresas Ind. Montadoras em GO - PROGREDIR. RCTE – Art. 11, LXIV, Anexo IX";2015-08-01;2023-04-30
GO040080;"ICMS pago em razão da não exportação, nos prazos previstos, de mercadorias remetidas com o fim específico de exportação ou para a formação de lote. Art. 80 do Anexo XII do RCTE.";2009-01-01;2013-08-31
GO040081;"ICMS Próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR, Crédito do ICMS pago em razão da não exportação nos prazos previstos de mercadorias remetidas com o fim específico de exportação ou formação de lote. Reg. 1210. Art. 80 do Anexo XII do RCTE.";2013-09-01;
GO040082;"ICMS média FOMENTAR/PRODUZIR, Crédito do ICMS pago em razão da não exportação nos prazos previstos de mercadorias remetidas com o fim específico de exportação ou formação de lote. Reg. 1210. Art. 80 do Anexo XII do RCTE.";2009-01-01;
GO040083;"ICMS parcela não financiada FOMENTAR/PRODUZIR, Crédito do ICMS pago em razão da não exportação nos prazos previstos de mercadorias remetidas com o fim específico de exportação ou formação de lote. Reg. 1210. Art. 80 do Anexo XII do RCTE.";2009-01-01;
GO040084;"ICMS Próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR, pagamento antecipado do ICMS - por Portaria de Regime Especial de Controle, Fiscalização e Arrecadação. Reg. 1210. - RCTE - Arts. 340 § 1º, I; 463";2013-07-01;
GO040085;"ICMS média FOMENTAR/PRODUZIR, pagamento antecipado do ICMS - por Portaria de Regime Especial de Controle, Fiscalização e Arrecadação. Reg. 1210. - RCTE - Arts. 340 § 1º, I; 463";2013-07-01;
GO040086;"ICMS parcela não financiada - FOMENTAR/PRODUZIR, pagamento antecipado do ICMS - por Portaria de Regime Especial de Controle, Fiscalização e Arrecadação. Reg. 1210. - RCTE - Arts. 340 § 1º, I; 463";2013-07-01;
GO040087;"ICMS próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor definido no art. 11, LX, c. -RCTE - Art. 11, LX, c, Anexo IX";2013-12-01;2021-12-31
GO040087;"ICMS p. ou Op. não Inc. FOMENTAR/PRODUZIR Cr. out. p/ industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor definido no art. 11, LX, c. -RCTE - Art. 11, LX, c, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040088;"ICMS parcela não financiada FOMENTAR/PRODUZIR Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor definido no art. 11, LX, c. -RCTE - Art. 11, LX, c, Anexo IX";2013-12-01;2021-12-31
GO040088;"ICMS p. não financ. FOMENTAR/PRODUZIR Cr. out. p/ industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor definido no art. 11, LX, c. -RCTE - Art. 11, LX, c, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040089;"ICMS Média FOMENTAR/PRODUZIR Cr. out. para a empresa industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor definido no art. 11, LX, c. - RCTE - Art. 11, LX, c, Anexo IX";2013-12-01;2021-12-31
GO040089;"ICMS Média FOMENTAR/PRODUZIR Cr. out. p/ industrial produtora de grupos geradores de energia elét., benef. do PRODUZIR, equiv. ao valor definido no art. 11, LX, c. -RCTE - Art. 11, LX, c, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040090;"ICMS Próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR, crédito outorgado para o industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. Origem Registro 1210. RCTE - Art. 11, LXVII, Anexo IX";2014-04-01;2021-12-31
GO040090;"ICMS p. ou Op. não Inc. FOMENTAR/PRODUZIR, c. out. p/ industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. Origem Registro 1210. RCTE - Art. 11, LXVII, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040091;"ICMS média FOMENTAR/PRODUZIR, crédito outorgado para o industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. Origem Registro 1210. RCTE - Art. 11, LXVII, Anexo IX";2014-04-01;2021-12-31
GO040091;"ICMS Média FOMENTAR/PRODUZIR, c. out. p/ industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. Origem Registro 1210. RCTE - Art. 11, LXVII, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040092;"ICMS parcela não financiada FOMENTAR/PRODUZIR, crédito outorgado para o industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. Origem Registro 1210. RCTE - Art. 11, LXVII, Anexo IX";2014-04-01;2021-12-31
GO040092;"ICMS p. não financ. FOMENTAR/PRODUZIR, c. out. p/ industrial fabricante de cerveja e chopp beneficiário do PRODUZIR, para ser efetivamente investido. Origem Registro 1210. RCTE - Art. 11, LXVII, Anexo IX. Mantido p/sit. do art. 2º do Dec. 10008/21.";2022-01-01;2022-01-01
GO040093;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1208/15-GSF, utilizado como dedução do ICMS a pagar após a aplicação dos benefícios FOMENTAR ou PRODUZIR.";2016-03-01;2016-03-01
GO040094;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1208/15-GSF, utilizado como dedução do ICMS média FOMENTAR/PRODUZIR. Art. 5º da IN nº 1.208/15 - GSF";2016-03-01;
GO040095;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1208/15-GSF, utilizado como dedução do ICMS parcela não financiada FOMENTAR/PRODUZIR. Art. 5º da IN nº 1.208/15 - GSF";2016-03-01;
GO040096;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1208/15-GSF, utilizado como dedução ICMS Próprio ou Operações não Incentivada – FOMENTAR/PRODUZIR. Art. 5º da IN nº 1.208/15 - GSF";2016-03-01;
GO040097;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1209/15-GSF, utilizado como dedução ICMS Próprio ou Operações não Incentivada – FOMENTAR/PRODUZIR. Art. 4º da IN nº 1.209/15 - GSF";2016-03-01;
GO040098;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1209/15-GSF, utilizado como dedução do ICMS média FOMENTAR/PRODUZIR. Art. 4º da IN nº 1.209/15 - GSF";2016-03-01;
GO040099;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1209/15-GSF, utilizado como dedução do ICMS parcela não financiada FOMENTAR/PRODUZIR. Art. 4º da IN nº 1.209/15 - GSF";2016-03-01;
GO040100;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1213/15-GSF, utilizado como dedução ICMS Próprio ou Operações não Incentivada – FOMENTAR/PRODUZIR. Art. 4º da IN nº 1.213/15 - GSF";2016-03-01;
GO040101;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1213/15-GSF, utilizado como dedução do ICMS média FOMENTAR/PRODUZIR. Art. 4º da IN nº 1.213/15 - GSF";2016-03-01;
GO040102;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1213/15-GSF, utilizado como dedução do ICMS parcela não financiada FOMENTAR/PRODUZIR. Art. 4º da IN nº 1.213/15 - GSF";2016-03-01;
GO040103;"Crédito ref. ao pagamento do ICMS normal, parcelado, utilizado como dedução do ICMS parcela não financiada destinada a NÃO contribuinte (CENTROPRODUZIR) ou para as oper. não destinadas a comerc, prod. ou industrializ (PROGREDIR) Art. 5º da IN 1.220/15-GSF";2016-05-01;
GO040104;"Crédito ref. ao pagamento do ICMS normal, parcelado, utilizado como dedução do ICMS parcela não financiada destinada a contribuinte (CENTROPRODUZIR) ou com mercadoria adq. de terceiros para distribuição ou revenda (PROGREDIR). Art. 5º da IN 1.220/15-GSF";2016-05-01;
GO040105;"Crédito ref. ao pagamento do ICMS normal, parcelado, utilizado como dedução do ICMS da parcela NÃO financiada na operação com mercadoria objeto de transformação ou montagem (art. 4º,  I, a, 1 do Dec. 7020/09 – PROGREDIR). Art. 5º da IN  1.220/15-GSF";2016-05-01;
GO040106;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1219/15-GSF (parcelado), utilizado como dedução do ICMS a pagar após a aplicação do crédito outorgado do subprograma LOGPRODUZIR Art. 5º da IN  1.219/15-GSF";2016-05-01;
GO040107;"ICMS Próprio ou Operações não Incentivadas FOMENTAR/PRODUZIR, ref. ao cr. outorgado p/ o estab. benef. que promover a industrial. de prod. comest. result. de abate de aves. RCTE - Art. 12, IX do Anexo IX.";2015-12-01;2019-09-30
GO040108;"ICMS média FOMENTAR/PRODUZIR, ref. ao cr. outorgado p/ o estab. benef. que promover a industrial. de prod. comest. result. de abate de aves. RCTE - Art. 12, IX do Anexo IX.";2015-12-01;2019-09-30
GO040109;"ICMS parcela não financiada FOMENTAR/PRODUZIR, ref. ao cr. outorgado p/ o estab. benef. que promover a industrial. de prod. comest. result. de abate de aves. RCTE - Art. 12, IX do Anexo IX.";2015-12-01;2019-09-30
GO040110;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1269/16-GSF, utilizado como dedução do ICMS média FOMENTAR/PRODUZIR.  Art. 5º da IN nº 1.269/16- GSF";2017-01-01;2017-06-30
GO040110;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal, parcelado, na forma prevista na IN 1269/16-GSF, utilizado como dedução do ICMS média FOMENTAR/PRODUZIR.";2017-07-01;
GO040111;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1269/16-GSF, utilizado como dedução do ICMS parcela não financiada FOMENTAR/PRODUZIR.  Art. 5º da IN nº 1.269/16- GSF";2017-01-01;2017-06-30
GO040111;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal, parcelado, na forma prevista na IN 1269/16-GSF, utilizado como dedução do ICMS parcela não financiada FOMENTAR/PRODUZIR.";2017-07-01;
GO040112;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal na forma prevista na IN 1269/16-GSF, utilizado como dedução ICMS Próprio ou Operações não Incentivada – FOMENTAR/PRODUZIR.  Art. 5º da IN nº 1.269/16- GSF";2017-01-01;2017-06-30
GO040112;"Crédito para o contribuinte que houver efetuado o pagamento do ICMS normal, parcelado, na forma prevista na IN 1269/16-GSF, utilizado como dedução ICMS Próprio ou Operações não Incentivada – FOMENTAR/PRODUZIR.";2017-07-01;
